id,text,scenario,confidence,source_film,start_timestamp,end_timestamp,context_before,context_after,catalan_markers
The Spanish Prisoner_1997_572390_333,Seguro. Gracias.,farewells,0.8,The Spanish Prisoner,"00:23:35,956","00:23:37,617","Conductor, detenga el auto. ¿Adónde vas? | ¿Llevarías mis cosas a la oficina?","Lo podríamos volver a encuadernar, pero-- | El precio no es un problema. Srta. Smith.",
The Spanish Prisoner_1997_572390_348,"Sí, gracias.",greetings,0.6412804794311524,The Spanish Prisoner,"00:24:44,891","00:24:46,324",Y si le interesa la foto de Don Budge. | estoy seguro de que podría hacerle un buen precio.,"Para la Sra. Dasilva. Veré que lo reciba, señor. | Gracias.",
The Spanish Prisoner_1997_572390_351,"Entonces, ¿qué harás el fin de semana?",plans,0.8,The Spanish Prisoner,"00:25:30,003","00:25:32,528","Para la Sra. Dasilva. Veré que lo reciba, señor. | Gracias.","Trabajaré aquí. Trabajarás, ¿eh? | Así es. Nos vemos el lunes.",
The Spanish Prisoner_1997_572390_353,Así es. Nos vemos el lunes.,farewells,0.8391070508956909,The Spanish Prisoner,"00:25:35,875","00:25:38,969","Entonces, ¿qué harás el fin de semana? | Trabajaré aquí. Trabajarás, ¿eh?",El tema es la compensación. | a la que tienes derecho.,
The Spanish Prisoner_1997_572390_361,No te des por vencido. Lo hablaremos. ¿Qué haces esta noche?,plans,0.9692049169540405,The Spanish Prisoner,"00:26:05,105","00:26:08,939","¿Qué dice? ""Espera a la reunión de accionistas"". | Por supuesto. Entonces será demasiado tarde.",Creo que saldré a cenar. ¿Una cita omportante? | Una gente que conocí. ¿Quién es? Susan Ricci.,lexical:che
The Spanish Prisoner_1997_572390_362,Creo que saldré a cenar. ¿Una cita omportante?,plans,0.6814884376525879,The Spanish Prisoner,"00:26:09,008","00:26:12,000",Por supuesto. Entonces será demasiado tarde. | No te des por vencido. Lo hablaremos. ¿Qué haces esta noche?,"Una gente que conocí. ¿Quién es? Susan Ricci. | Un minuto, por favor.",
The Spanish Prisoner_1997_572390_364,"Un minuto, por favor.",requests,0.8,The Spanish Prisoner,"00:26:17,817","00:26:19,751",Creo que saldré a cenar. ¿Una cita omportante? | Una gente que conocí. ¿Quién es? Susan Ricci.,¿Te revolcarás con ella? | Quizás me interesen otras cosas.,
The Spanish Prisoner_1997_572390_368,Hora del té. ¿No deberías irte a tu casa?,family,0.8,The Spanish Prisoner,"00:26:43,543","00:26:47,070",Quizás me interesen otras cosas. | Cuidado con cualquier cosa que requiera ropa nueva.,"Pues, sí, tengo una cita este fin de semana. | con un tipo rico que me llevará a Connecticut.",
The Spanish Prisoner_1997_572390_369,"Pues, sí, tengo una cita este fin de semana.",plans,0.9741078519821167,The Spanish Prisoner,"00:26:47,147","00:26:50,014",Cuidado con cualquier cosa que requiera ropa nueva. | Hora del té. ¿No deberías irte a tu casa?,con un tipo rico que me llevará a Connecticut. | y me tumbará en una cama antigua con cuatro pilares.,
The Spanish Prisoner_1997_572390_376,"¿Por qué debería hacer eso? Ah, por favor.",requests,0.8,The Spanish Prisoner,"00:27:07,400","00:27:10,494",No jugábamos en mi barrio cuando era niño. | ¿Se está familiarizando con las costumbres de los ricos?,"¿Te darías vuelta, por favor? | ¿Cómo va todo en las oficinas externas?",
The Spanish Prisoner_1997_572390_377,"¿Te darías vuelta, por favor?",requests,0.8183493280410766,The Spanish Prisoner,"00:27:10,570","00:27:12,800","¿Se está familiarizando con las costumbres de los ricos? | ¿Por qué debería hacer eso? Ah, por favor.",¿Cómo va todo en las oficinas externas? | Los lobos persiguieron mi trineo.,
The Spanish Prisoner_1997_572390_378,¿Cómo va todo en las oficinas externas?,small_talk,0.6622086429595947,The Spanish Prisoner,"00:27:15,141","00:27:17,507","¿Por qué debería hacer eso? Ah, por favor. | ¿Te darías vuelta, por favor?",Los lobos persiguieron mi trineo. | Por suerte esta galletita llegó intacta.,
The Spanish Prisoner_1997_572390_383,"Buenas noches, Joe, Susan.",greetings,0.8,The Spanish Prisoner,"00:27:35,028","00:27:36,962","Casi no llega. | Ah, no. No quiero espiar. Sólo estoy aquí para servir.","Si quedas libre, llámame. | Igual debería quedarme en casa. Me estoy enfermando.",lexical:che
The Spanish Prisoner_1997_572390_385,Igual debería quedarme en casa. Me estoy enfermando.,family,0.8,The Spanish Prisoner,"00:27:40,567","00:27:42,899","Buenas noches, Joe, Susan. | Si quedas libre, llámame.","La gripe. Anda circulando. | Buenas noches, George.",
The Spanish Prisoner_1997_572390_387,"Buenas noches, George.",greetings,0.8,The Spanish Prisoner,"00:27:50,443","00:27:51,876",Igual debería quedarme en casa. Me estoy enfermando. | La gripe. Anda circulando.,"Cuando sea dueño de la compañía, ¿puedo ser la reina? | ¿De qué hablas? Los duendes tienen orejas grandes.",lexical:che
The Spanish Prisoner_1997_572390_393,"Nos vemos el lunes, Susan.",farewells,0.7547331953048706,The Spanish Prisoner,"00:28:17,904","00:28:20,372",¿Qué hunde una lengua suelta? | Barcos.,"Que tenga un buen fin de semana, Sr. Ross. | Cuando revele las fotos verá que.",
The Spanish Prisoner_1997_572390_397,Buenas noches.,farewells,0.7582600784301758,The Spanish Prisoner,"00:28:30,817","00:28:32,250",Cuando revele las fotos verá que. | ese tipo no estaba en el hidroavión y me deberá un dólar.,"Buenas noches, Sr. Klein. Nada delicado ahí. | El proceso está en la caja fuerte en un papel imposible de copiar.",lexical:che
The Spanish Prisoner_1997_572390_398,"Buenas noches, Sr. Klein. Nada delicado ahí.",greetings,0.8,The Spanish Prisoner,"00:28:45,498","00:28:48,934",ese tipo no estaba en el hidroavión y me deberá un dólar. | Buenas noches.,"El proceso está en la caja fuerte en un papel imposible de copiar. | Hay, que yo sepa, sólo dos llaves.",lexical:che
The Spanish Prisoner_1997_572390_401,Me voy a casa. Dile a Susan que la veré el lunes.,family,0.8,The Spanish Prisoner,"00:29:02,982","00:29:06,145","El proceso está en la caja fuerte en un papel imposible de copiar. | Hay, que yo sepa, sólo dos llaves.","Si alguien llama, estaré en casa. Sí, señor. | ¿Podría decir algo? Por favor. ¿Qué es?",
The Spanish Prisoner_1997_572390_402,"Si alguien llama, estaré en casa. Sí, señor.",family,0.8,The Spanish Prisoner,"00:29:06,219","00:29:08,449","Hay, que yo sepa, sólo dos llaves. | Me voy a casa. Dile a Susan que la veré el lunes.","¿Podría decir algo? Por favor. ¿Qué es? | Señor, su preocupación por la seguridad me indica.",
The Spanish Prisoner_1997_572390_403,¿Podría decir algo? Por favor. ¿Qué es?,requests,0.8,The Spanish Prisoner,"00:29:13,993","00:29:16,484","Me voy a casa. Dile a Susan que la veré el lunes. | Si alguien llama, estaré en casa. Sí, señor.","Señor, su preocupación por la seguridad me indica. | que piensa que alguien intenta aprovecharse de Ud.",
The Spanish Prisoner_1997_572390_411,"Te lo he dicho, hijo. Todos aprecian el trabajo que has hecho.",family,0.8,The Spanish Prisoner,"00:29:34,380","00:29:38,407",tener su apreciación por el trabajo que hice en el proceso. | y por la riqueza que aportará.,Encontrarás el reconocimiento en la reunión de accionistas. | Buenas noches. Que tenga un buen fin de semana.,
The Spanish Prisoner_1997_572390_413,Buenas noches. Que tenga un buen fin de semana.,plans,0.7653871726989747,The Spanish Prisoner,"00:29:43,389","00:29:45,755","Te lo he dicho, hijo. Todos aprecian el trabajo que has hecho. | Encontrarás el reconocimiento en la reunión de accionistas.","Has hecho un trabajo excelente, Joe. Tu trabajo será reconocido. | ¿Quieres que te lleve? No, tengo una cita para cenar.",lexical:che
The Spanish Prisoner_1997_572390_415,"¿Quieres que te lleve? No, tengo una cita para cenar.",plans,0.9510717535018921,The Spanish Prisoner,"00:29:52,598","00:29:55,328","Buenas noches. Que tenga un buen fin de semana. | Has hecho un trabajo excelente, Joe. Tu trabajo será reconocido.",El auto está aquí. Comprendo tu planteo. | Haremos nuestro trabajo.,
The Spanish Prisoner_1997_572390_419,No estaré hasta el lunes. Que tenga un buen fin de semana.,plans,0.72016508102417,The Spanish Prisoner,"00:30:03,676","00:30:06,577",Haremos nuestro trabajo. | y nos recompensarán justamente.,"""¡Alguien Habló!"" | ""Hoy Es Viernes, 12 de Marzo de 1997""",
The Spanish Prisoner_1997_572390_431,"Señor, lo siento. Atendemos sólo por cita.",apologies,0.6818816375732423,The Spanish Prisoner,"00:32:08,234","00:32:11,431",¿Por qué? Mire las líneas. | ¿Y la velocidad? ¿Puedo ayudarlo?,"No, yo-- | Supongo que, eh--",
The Spanish Prisoner_1997_572390_434,Supongo que debería irme.,opinions,0.6023843955993653,The Spanish Prisoner,"00:32:17,577","00:32:20,068","No, yo-- | Supongo que, eh--",¿Le gustaría que se lo lleváramos a la isla este fin de semana? | Alguien debería hacer un libro: los japoneses por todo el mundo.,
The Spanish Prisoner_1997_572390_435,¿Le gustaría que se lo lleváramos a la isla este fin de semana?,plans,0.872449197769165,The Spanish Prisoner,"00:32:22,615","00:32:26,176","Supongo que, eh-- | Supongo que debería irme.",Alguien debería hacer un libro: los japoneses por todo el mundo. | frente a los monumentos tomándose fotos entre ellos.,
The Spanish Prisoner_1997_572390_439,Se suponía que íbamos a cenar anoche. ¿Qué pasó?,plans,0.8228942775726319,The Spanish Prisoner,"00:32:53,513","00:32:55,913",frente a los monumentos tomándose fotos entre ellos. | Alguien debería hacer eso.,¿Las leyes de la cortesía no se aplican a los ricos? | Justamente no eres quien para hablar de cortesía.,lexical:che
The Spanish Prisoner_1997_572390_468,¿Quieres café? Seguro.,plans,0.8,The Spanish Prisoner,"00:34:48,361","00:34:50,454",Muy bien. Es todo lo que quería decir. Gracias. | Estaba por el barrio y se me ocurrió pasar.,"Como decía, estaba accidentalmente por el barrio. | ¿y no es Ud. cortés al hacerme entrar?",
The Spanish Prisoner_1997_572390_472,Las hacen al lado de mi casa. Justo abajo de mi casa.,family,0.6603258395195007,The Spanish Prisoner,"00:35:10,349","00:35:13,250","¿y no es Ud. cortés al hacerme entrar? | Sí, pues, bueno.","Es un mundo pequeño, ¿eh? | Lleno de coincidencias.",
The Spanish Prisoner_1997_572390_488,Creo que eres una joven adorable. ¿De veras?,opinions,0.8,The Spanish Prisoner,"00:36:18,851","00:36:22,218","Soy una buena persona. Soy leal, honesta y no cuesta mucho mirarme. | ¿Qué opina?",Tengo ojos. Tiene ojos muy lindos. | ¿Puede ver sin esos anteojos?,
The Spanish Prisoner_1997_572390_493,Habla Jimmy Dell. Llamé para decir que lo lamento.,apologies,0.6624407005310059,The Spanish Prisoner,"00:36:55,354","00:36:59,120",Seguro. | ¿Por qué no se los quita?,¿Lo lamentas? Sí. ¿Sabes por qué? | Porque me equivoqué y me gustaría que aceptaras mi disculpa.,
The Spanish Prisoner_1997_572390_495,Porque me equivoqué y me gustaría que aceptaras mi disculpa.,apologies,1.0,The Spanish Prisoner,"00:37:02,261","00:37:05,594",Habla Jimmy Dell. Llamé para decir que lo lamento. | ¿Lo lamentas? Sí. ¿Sabes por qué?,"Lo lamentas. Sí, estaba completamente equivocado. | Me sentiría agradecido si me perdonaras.",
The Spanish Prisoner_1997_572390_498,Te perdono. Gracias. ¿Estás seguro?,apologies,0.6240082931518556,The Spanish Prisoner,"00:37:17,376","00:37:19,936","Lo lamentas. Sí, estaba completamente equivocado. | Me sentiría agradecido si me perdonaras.","Bien. Entonces, si estás libre esta noche, mi hermana y yo te invitamos. | Enviaré mi auto a buscarte.",
The Spanish Prisoner_1997_572390_499,"Bien. Entonces, si estás libre esta noche, mi hermana y yo te invitamos.",plans,0.6904992167154947,The Spanish Prisoner,"00:37:22,882","00:37:26,978",Me sentiría agradecido si me perdonaras. | Te perdono. Gracias. ¿Estás seguro?,Enviaré mi auto a buscarte. | De acuerdo. Gracias. Bien.,lexical:che
The Spanish Prisoner_1997_572390_501,De acuerdo. Gracias. Bien.,greetings,0.718465919494629,The Spanish Prisoner,"00:37:29,355","00:37:31,289","Bien. Entonces, si estás libre esta noche, mi hermana y yo te invitamos. | Enviaré mi auto a buscarte.","Su madre está enferma, o algo así. No. | Pero, eh--",
The Spanish Prisoner_1997_572390_524,Lo intento. Mi hermana nos encontrará en el club.,family,0.8,The Spanish Prisoner,"00:39:15,094","00:39:19,087",Seguro. | Gracias. ¿Nadas todos los días?,"Perdón, tengo que llegar antes de que cierren. | Quiero pedir disculpas.",
The Spanish Prisoner_1997_572390_526,Quiero pedir disculpas.,apologies,0.7863993835449219,The Spanish Prisoner,"00:39:26,071","00:39:27,834","Lo intento. Mi hermana nos encontrará en el club. | Perdón, tengo que llegar antes de que cierren.",Es posible que haya recordado mal. No. | No es necesario. Fui yo.,
The Spanish Prisoner_1997_572390_529,Estoy seguro de que fue mi culpa.,apologies,0.8743738794326782,The Spanish Prisoner,"00:39:33,345","00:39:36,610",Es posible que haya recordado mal. No. | No es necesario. Fui yo.,y te diré por qué. | ¿Quieres oír una historia triste?,
The Spanish Prisoner_1997_572390_532,"Desde que éramos niños, mi hermana y yo.",family,0.7874025011062622,The Spanish Prisoner,"00:39:42,388","00:39:45,687",y te diré por qué. | ¿Quieres oír una historia triste?,Io único que tuvimos fue el uno al otro. | Aún es todo lo que tenemos.,
The Spanish Prisoner_1997_572390_538,"Señor, cómo te alteraste hoy.",farewells,0.6176143836975099,The Spanish Prisoner,"00:40:00,406","00:40:02,431",La llamé y le dije que quería que conociera a un tipo simpático. | ¿Sabes qué? Olvídalo.,Perdí los estribos. Supongo que así fue. | Exageraste un poco.,
The Spanish Prisoner_1997_572390_543,Antes de que me arrojes a tu hermana.,family,0.8,The Spanish Prisoner,"00:40:15,654","00:40:17,952","hablando de ""Ia gente rica"". | ¿Yo dije eso? Sí.",creo que debería corregir una impresión equivocada. | Te escucho.,
The Spanish Prisoner_1997_572390_544,creo que debería corregir una impresión equivocada.,opinions,0.8368333959579467,The Spanish Prisoner,"00:40:18,023","00:40:20,924",¿Yo dije eso? Sí. | Antes de que me arrojes a tu hermana.,Te escucho. | Soy sólo un trabajador. Bueno.,
The Spanish Prisoner_1997_572390_552,¿Qué? Tus buenos modales.,greetings,0.6036670875549317,The Spanish Prisoner,"00:40:40,579","00:40:43,946","Trabajas para vivir. Ese es tu gran secreto. | Sí. Pues, eso aclara todo.",Gracias. El salvaje noble. | ¿Ni siquiera tienes una cuenta bancaria en Suiza?,
The Spanish Prisoner_1997_572390_564,Si alguna vez quieres impactar a alguien puede averiguar que tienes una cuenta.,plans,0.8,The Spanish Prisoner,"00:41:31,030","00:41:35,160",¿Por qué? | Un gesto extravagante. Con 15 francos suizos depositados.,"pero la ley suiza no le permite al banco revelar el saldo. | Así, todos los hombres son iguales.",
The Spanish Prisoner_1997_572390_568,Buenas noches. Tiene un mensaje de la Sra. Dasilva.,greetings,0.8,The Spanish Prisoner,"00:41:51,116","00:41:54,449","Así, todos los hombres son iguales. | Permíteme que me cambie. Vayamos a encontrarnos con mi hermanita.","Gracias. | Pues, no se siente bien. Lo lamenta.",lexical:che
The Spanish Prisoner_1997_572390_571,¿Podemos encontrarla mañana para jugar al tenis? ¿Estás libre?,plans,0.8,The Spanish Prisoner,"00:42:00,592","00:42:02,958","Gracias. | Pues, no se siente bien. Lo lamenta.","Por supuesto. Espero que no sea-- ¿Llamarías a la Sra. Dasilva, James? | Dile que la veremos mañana para jugar al tenis. ¿A las 2:00?",
The Spanish Prisoner_1997_572390_573,Dile que la veremos mañana para jugar al tenis. ¿A las 2:00?,plans,0.8,The Spanish Prisoner,"00:42:05,464","00:42:07,898","¿Podemos encontrarla mañana para jugar al tenis? ¿Estás libre? | Por supuesto. Espero que no sea-- ¿Llamarías a la Sra. Dasilva, James?","Hola, George. ¿Qué está bueno hoy? Todo está bueno. | ¿Qué comiste? El venado.",
The Spanish Prisoner_1997_572390_574,"Hola, George. ¿Qué está bueno hoy? Todo está bueno.",greetings,0.9156783962249756,The Spanish Prisoner,"00:42:10,135","00:42:13,104","Por supuesto. Espero que no sea-- ¿Llamarías a la Sra. Dasilva, James? | Dile que la veremos mañana para jugar al tenis. ¿A las 2:00?",¿Qué comiste? El venado. | ¿Qué comió el cocinero? El venado.,
The Spanish Prisoner_1997_572390_585,Si hay algo que pudiera hacer. No. Es sábado por la noche.,plans,0.7013702583312988,The Spanish Prisoner,"00:42:42,668","00:42:46,866",Los miembros de la junta están aquí. Vayamos a otro lugar. | ¿A quién hay que conocer en esta ciudad? ¿Me envías a comer una hamburguesa?,Sólo para los miembros. | Pues tráeme un formulario para miembros.,lexical:che
The Spanish Prisoner_1997_572390_588,"Ve a la oficina y trae un formulario. Por favor, James.",requests,0.8,The Spanish Prisoner,"00:42:53,178","00:42:56,011",Sólo para los miembros. | Pues tráeme un formulario para miembros.,"Escucha, Jimmy, no podría ser menos importante. | ¿Qué podría ser mejor?",
The Spanish Prisoner_1997_572390_612,"Y si no es así, puedes tener una agradable sorpresa.",requests,0.8,The Spanish Prisoner,"00:44:16,295","00:44:19,423","Siempre haz negocios como si la persona con quien tratas. | intentara hacerte una mala jugada, porque en general es así.","Mi padre sabía de negocios: Trabaja duro y la mayor cantidad de horas posibles. | Te gustaba tu padre, ¿eh? Amaba a mi padre.",
The Spanish Prisoner_1997_572390_618,¿Cómo puedes decir eso?,requests,0.8,The Spanish Prisoner,"00:44:37,149","00:44:39,140","Pues, te dejó una herencia fantástica. | Estoy seguro de que estaría orgulloso de ti.",La gente no es tan complicada. Gente buena. Gente mala. | En general parecen lo que son.,
The Spanish Prisoner_1997_572390_624,Esa es la pregunta que me confunde. ¿Jugamos al tenis mañana?,plans,0.6433179163932801,The Spanish Prisoner,"00:44:57,502","00:45:00,801",Sí. | ¿Por qué tanta gente tiene tantos problemas?,A las 2:00. | Hola. Llegaste.,
The Spanish Prisoner_1997_572390_626,Hola. Llegaste.,greetings,1.0,The Spanish Prisoner,"00:45:25,430","00:45:27,091",Esa es la pregunta que me confunde. ¿Jugamos al tenis mañana? | A las 2:00.,Perdón. Te ruego-- | Transfiérala de la cuenta A.,
The Spanish Prisoner_1997_572390_627,Perdón. Te ruego--,apologies,0.8,The Spanish Prisoner,"00:45:31,670","00:45:33,604",A las 2:00. | Hola. Llegaste.,"Transfiérala de la cuenta A. | Pues, entonces tómela-- Correcto. Gracias.",
The Spanish Prisoner_1997_572390_629,"Pues, entonces tómela-- Correcto. Gracias.",farewells,0.6858344268798828,The Spanish Prisoner,"00:45:40,145","00:45:43,114",Perdón. Te ruego-- | Transfiérala de la cuenta A.,¿Qué hiciste con ella? | Cierre la cuenta. Está bien.,
The Spanish Prisoner_1997_572390_637,No está conmigo. Vamos a cambiarnos.,plans,0.8,The Spanish Prisoner,"00:46:06,104","00:46:09,232",Dígales que dije que lo escribieran-- quién hace qué por quién. | Gracias. ¿Dónde está nuestra muchacha? Pensé que contigo.,Sobre los acuerdos verbales-- no valen ni el papel en el que están escritos. | Es lo que acaba de decir mi jefe. ¿Sobre qué?,
The Spanish Prisoner_1997_572390_642,Tengo-- Gracias. De nada.,greetings,0.7596822929382325,The Spanish Prisoner,"00:46:24,556","00:46:26,490","¿De qué hablaba? | Pues, tengo un--",Hice algo para la compañía y me deben algo. | Creo que necesito tenerlo por escrito. Yo lo haría. ¿Qué te deben?,
The Spanish Prisoner_1997_572390_645,"Creo que me deben mucho dinero. ¿Qué significa ""crees""?",opinions,0.8,The Spanish Prisoner,"00:46:32,764","00:46:35,289",Hice algo para la compañía y me deben algo. | Creo que necesito tenerlo por escrito. Yo lo haría. ¿Qué te deben?,"Inventé algo para ellos. | Es un trabajo bajo contrato. Son los dueños, pero--",
The Spanish Prisoner_1997_572390_653,Habla su hermano. ¿Con quién hablo?,family,0.685417046546936,The Spanish Prisoner,"00:46:59,891","00:47:02,985","No soy abogado, soy un hombre corriente. Dime, ¿tú lo inventaste? | Pero estoy seguro de que les pertenece. Era su empleado cuando lo inventé.",No estés tan seguro. Podrías tener un interés como propietario en esto-- | ¿Qué tiene?,
The Spanish Prisoner_1997_572390_654,No estés tan seguro. Podrías tener un interés como propietario en esto--,requests,0.8,The Spanish Prisoner,"00:47:03,061","00:47:07,327",Pero estoy seguro de que les pertenece. Era su empleado cuando lo inventé. | Habla su hermano. ¿Con quién hablo?,¿Qué tiene? | ¿Tiene gripe? Tiene gripe.,
The Spanish Prisoner_1997_572390_665,La frase es: No quieres mezclar negocios con placer.,plans,0.8,The Spanish Prisoner,"00:47:35,894","00:47:38,192","Sería un placer-- No. Pero te agradezco. | Por favor, no lo tomes mal, pero--","No, no es eso. No sé si quiero adoptar. | una posición adversa hacia la compañía.",
The Spanish Prisoner_1997_572390_668,"Pero estás en una posición adversaria. No, creo que te equivocas.",opinions,0.7481841707229614,The Spanish Prisoner,"00:47:44,069","00:47:47,630","No, no es eso. No sé si quiero adoptar. | una posición adversa hacia la compañía.",Creo que verás. | que si lo que hiciste para ellos es tan valioso como dices.,
The Spanish Prisoner_1997_572390_669,Creo que verás.,opinions,0.9037610197067261,The Spanish Prisoner,"00:47:47,706","00:47:49,697","una posición adversa hacia la compañía. | Pero estás en una posición adversaria. No, creo que te equivocas.","que si lo que hiciste para ellos es tan valioso como dices. | si te deben algo moralmente, pero no legalmente.",
The Spanish Prisoner_1997_572390_675,¿Cómo está tu hermana?,family,0.6327536249160767,The Spanish Prisoner,"00:48:08,894","00:48:10,327",y empezarán a ser crueles contigo. | ¿Por qué? Para suprimir su culpa.,"Bien. Pero si necesitas ayuda, pídeme. | Está enferma. Tiene gripe.",
The Spanish Prisoner_1997_572390_679,"Buenos días, Sr. Ross. Lo llamó el Sr. Julián Dell.",greetings,0.611375846862793,The Spanish Prisoner,"00:48:20,839","00:48:24,741",Está enferma. Tiene gripe. | Hay mucha gripe circulando por ahí.,"¿Vendrías aquí un momento, por favor? | No dejó mensaje. Volverá a llamar. Sí.",
The Spanish Prisoner_1997_572390_680,"¿Vendrías aquí un momento, por favor?",requests,0.8952030563354493,The Spanish Prisoner,"00:48:26,178","00:48:28,544","Hay mucha gripe circulando por ahí. | Buenos días, Sr. Ross. Lo llamó el Sr. Julián Dell.",No dejó mensaje. Volverá a llamar. Sí. | ¿Podría hacer que envíen unas flores?,
The Spanish Prisoner_1997_572390_695,"Quieres asegurarte de que el proceso, Joe--",plans,0.8,The Spanish Prisoner,"00:49:23,301","00:49:25,701",Es una formalidad simplemente. | Antes de hacer anuncios.,¿Si? De que cualquier inseguridad-- | Sobre cualquier-- Hay varios temas involucrados.,
The Spanish Prisoner_1997_572390_728,"¿Podrías conectarme con él, Cathy?",requests,0.7195117497444153,The Spanish Prisoner,"00:50:59,864","00:51:01,991","¿Las tiene a mano? Seguro que sí. | ¿El Sr. Dell dejó un número? Sí, señor.",Está sonando. | Sí. ¿Eres tú? Sí. Hola.,
The Spanish Prisoner_1997_572390_730,Sí. ¿Eres tú? Sí. Hola.,greetings,1.0,The Spanish Prisoner,"00:51:16,247","00:51:18,181","¿Podrías conectarme con él, Cathy? | Está sonando.",¿Qué pasa? Quiero conocer. | a la clase de persona de la que hablamos.,
The Spanish Prisoner_1997_572390_731,¿Qué pasa? Quiero conocer.,greetings,0.7120570373535157,The Spanish Prisoner,"00:51:18,249","00:51:20,479",Está sonando. | Sí. ¿Eres tú? Sí. Hola.,"a la clase de persona de la que hablamos. | Oh, sí. Correcto. Tenías razón.",
The Spanish Prisoner_1997_572390_734,"Dime cuándo y dónde. Mañana. Almorcemos en el ""Plaza"".",plans,0.8719083929061889,The Spanish Prisoner,"00:51:26,091","00:51:28,559","a la clase de persona de la que hablamos. | Oh, sí. Correcto. Tenías razón.","Gracias. | Las flores, señor.",
The Spanish Prisoner_1997_572390_737,"¿Qué? Oh-- Cathy, ¿podrías enviarlas?",requests,0.8,The Spanish Prisoner,"00:51:36,801","00:51:39,929","Gracias. | Las flores, señor.","No, no importa. Olvídalo. | Sabía que regresaría. Para un jugador de tenis, ¿correcto?",
The Spanish Prisoner_1997_572390_742,"¿La envuelvo? Sí, por favor.",requests,0.9423602962493897,The Spanish Prisoner,"00:51:56,221","00:51:58,246","Sí, ella-- Sí, juegan al tenis. | ¿Acepta cheques? Seguro.",Don Budge en el Abierto de Francia. | Muchas gracias.,
The Spanish Prisoner_1997_572390_744,Muchas gracias.,greetings,0.7754326057434082,The Spanish Prisoner,"00:52:01,760","00:52:04,422","¿La envuelvo? Sí, por favor. | Don Budge en el Abierto de Francia.","Es un regalo precioso, señor. | Estoy seguro de que quien lo reciba.",
The Spanish Prisoner_1997_572390_759,Creo que me debe un dólar. ¿Qué?,opinions,0.8,The Spanish Prisoner,"00:53:29,814","00:53:32,044","Esta es la Sra. Emma Dasilva. | ¿Ve esto, Sr. Ross?",Aquí está mi álbum de mi día al sol. Algunas fotos. | Aquí está mi boleto para un viaje gratis.,
The Spanish Prisoner_1997_572390_777,¿Estará ahí tu hermana?,family,0.6330517077445984,The Spanish Prisoner,"00:54:51,663","00:54:53,597",La cosa que inventaste para la compañía. | Sí. También trae una copia.,"No esfá en condiciones, pero gracias por preguntar. | ""Agencia Federal de lnvestigaciones Pat McCune - Agente Especial""",
The Spanish Prisoner_1997_572390_781,"Con la agente Pat McCune, por favor. Perdón. La agente McCune no esfá.",requests,0.8,The Spanish Prisoner,"00:55:32,237","00:55:36,298","""Agencia Federal de lnvestigaciones Pat McCune - Agente Especial"" | FBl. ¿Puedo transferir su llamada?","Es muy importante que hable con ella. ¿Podría decirme cómo comunicarme? | Un momento, por favor.",
The Spanish Prisoner_1997_572390_810,De acuerdo.,farewells,0.779249496459961,The Spanish Prisoner,"00:57:29,053","00:57:30,486","Laval. Suba al auto, ¿sí, Sr. Ross? | Si se mueven, avísame. Los alcanzaremos luego.","Una caminata por el parque, Sr. Ross. | Y luego a entregarle el documento.",
The Spanish Prisoner_1997_572390_833,"Hola, Joe. Jimmy. Jimmy, ¿cómo estás?",greetings,1.0,The Spanish Prisoner,"00:58:56,574","00:58:59,475","No, nosotros lo observaremos. No pierda el sentido del humor. | Vamos.","¿Saliste anoche? Te llamé. | Sí, fui al cine. ¿Qué viste?",
The Spanish Prisoner_1997_572390_838,¿No puede a las 12:00? ¿Puedes ir a las 10:00?,requests,0.8,The Spanish Prisoner,"00:59:11,022","00:59:13,513","Yo-- | Escucha, Joe. Tengo que cambiar la cita. El abogado no puede a las 12:00.",¿10:00 de la mañana? Y escucha. | Esto es lo que quiere hacer. Encontrarnos en el parque.,
The Spanish Prisoner_1997_572390_839,¿10:00 de la mañana? Y escucha.,plans,0.8,The Spanish Prisoner,"00:59:13,591","00:59:16,424","Escucha, Joe. Tengo que cambiar la cita. El abogado no puede a las 12:00. | ¿No puede a las 12:00? ¿Puedes ir a las 10:00?",Esto es lo que quiere hacer. Encontrarnos en el parque. | ¿En el parque? Junto al tiovivo.,
The Spanish Prisoner_1997_572390_854,"Gracias. Ahora pase debajo de los arcos, por favor, y suba la escalera.",requests,0.8,The Spanish Prisoner,"01:00:22,493","01:00:26,554",¿Señalaría hacia la derecha como si me estuviera dando indicaciones? | Señale hacia la derecha.,Entre al cuarto. | Entre al cuarto y ya.,
The Spanish Prisoner_1997_572390_891,"¿Podemos ver como se oye? ¿Hablaría, por favor?",requests,0.8,The Spanish Prisoner,"01:02:44,335","01:02:47,031","Es un muy mal actor, Sr. Ross. | Lo perseguimos hace un tiempo. Agradecemos su ayuda.",Hable normalmente. | Es la hora. Lo tendremos a la vista todo el tiempo.,
The Spanish Prisoner_1997_572390_904,Dígala. Felicidad.,farewells,0.8,The Spanish Prisoner,"01:03:23,874","01:03:26,069","Dale una palabra. | Si tiene problemas, diga la palabra ""felicidad"".","Un paquete. | ""Paseo en Tiovivo - 90 centavos""",
